Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Reporting Type,Type of renewable technology,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),68,Bolivia (Plurinational State of),G,MARINE,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),68,Bolivia (Plurinational State of),G,SOLAR,W_PER_CAPITA,0.03433,0.04505,0.05348,0.07243,0.08496,0.08616,0.11192,0.14777,0.24199,0.27986,0.29139,0.33012,0.39083,0.5152,0.50701,0.49909,0.49143,0.92125,6.024,10.21625,10.08281,14.10327,13.95856
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),68,Bolivia (Plurinational State of),G,WIND,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0.00978,0.00962,0.00946,0.00931,0.2748,0.27051,2.39723,2.36106,2.3262,2.29254,2.26203,10.57993,10.74925
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),535,"Bonaire, Sint Eustatius and Saba",G,ALL,W_PER_CAPITA,0,0,0,0,0,0,0,18.23507,17.55319,524.29274,505.83465,490.10684,477.03427,505.84011,493.13248,493.43809,562.68406,641.67282,671.80617,695.15057,679.65434,665.58077,657.69999
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),535,"Bonaire, Sint Eustatius and Saba",G,BIOENERGY,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),535,"Bonaire, Sint Eustatius and Saba",G,GEOTHERMAL,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),535,"Bonaire, Sint Eustatius and Saba",G,HYDROPOWER,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),535,"Bonaire, Sint Eustatius and Saba",G,MARINE,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),535,"Bonaire, Sint Eustatius and Saba",G,SOLAR,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.95113,94.44678,184.88878,226.07129,259.87485,254.08175,248.82049,245.87434
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),535,"Bonaire, Sint Eustatius and Saba",G,WIND,W_PER_CAPITA,0,0,0,0,0,0,0,18.23507,17.55319,524.29274,505.83465,490.10684,477.03427,505.84011,493.13248,480.48696,468.23727,456.78404,445.73488,435.27571,425.57259,416.76028,411.82565
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),70,Bosnia and Herzegovina,G,ALL,W_PER_CAPITA,360.82166,359.48139,359.1836,360.46549,371.2894,375.71774,379.07033,383.81926,397.85545,404.59029,445.68926,454.31432,463.08759,470.87276,481.23811,489.57275,510.1026,525.66448,554.6819,574.40226,588.47212,623.21477,646.18469
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),70,Bosnia and Herzegovina,G,BIOENERGY,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28727,0.2907,0.36469,0.6576,0.63585,3.12142,3.15754
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),70,Bosnia and Herzegovina,G,GEOTHERMAL,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),70,Bosnia and Herzegovina,G,HYDROPOWER,W_PER_CAPITA,360.82166,359.48139,359.1836,360.44158,371.24112,375.64446,378.9964,383.74441,397.77937,404.51293,445.61054,454.15402,462.91096,470.41969,479.14741,487.16945,505.67282,520.63545,533.97974,541.20691,551.10479,561.54448,568.04244
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),70,Bosnia and Herzegovina,G,MARINE,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),70,Bosnia and Herzegovina,G,SOLAR,W_PER_CAPITA,0,0,0,0.0239,0.04828,0.07327,0.07393,0.07485,0.07608,0.07736,0.07872,0.08015,0.09498,0.37014,2.00668,2.31818,4.05632,4.65113,5.33803,6.65038,10.51408,17.27636,33.23462
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),70,Bosnia and Herzegovina,G,WIND,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0.08015,0.08165,0.08293,0.08401,0.08512,0.08618,0.08721,14.99943,25.88738,26.2174,41.2725,41.75009
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),72,Botswana,G,ALL,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0.00976,0.06645,0.07919,0.74238,0.77347,0.82287,0.93399,1.39431,1.42183,1.51749,2.36788,2.32446,2.42194,2.38338
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),72,Botswana,G,BIOENERGY,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),72,Botswana,G,GEOTHERMAL,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),72,Botswana,G,HYDROPOWER,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),72,Botswana,G,MARINE,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),72,Botswana,G,SOLAR,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0.00976,0.06645,0.07919,0.74238,0.77347,0.82287,0.93399,1.39431,1.42183,1.51749,2.36788,2.32446,2.42194,2.38338
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),72,Botswana,G,WIND,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),76,Brazil,G,ALL,W_PER_CAPITA,362.43133,365.26455,372.1538,385.57932,391.05197,398.44914,411.06216,425.72739,430.77327,436.61939,456.10686,468.84288,480.64046,494.91594,523.1777,548.96517,586.74805,615.8965,649.86151,682.6546,705.88997,751.82555,813.98463
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),76,Brazil,G,BIOENERGY,W_PER_CAPITA,15.10826,14.93417,14.79443,14.76136,16.9119,17.8767,19.6023,21.50819,26.23273,29.39231,40.3727,45.55671,49.61888,57.51323,60.66474,64.87513,68.58276,69.89549,70.50973,72.5183,73.57492,76.29169,79.90985
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),76,Brazil,G,GEOTHERMAL,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),76,Brazil,G,HYDROPOWER,W_PER_CAPITA,347.19798,350.19551,357.23728,370.68262,374.00626,380.41335,390.2009,402.92075,402.4709,404.12806,411.00873,416.06012,421.51698,426.42399,438.38582,446.66717,468.58096,481.20107,497.14001,515.3535,512.75915,510.55932,510.01992
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),76,Brazil,G,MARINE,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0.00074,0.00024,0.00024,0.00024,0.00024,0.00024,0.00023,0.00023,0.00023
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),76,Brazil,G,SOLAR,W_PER_CAPITA,0,0.0002,0.0002,0.00392,0.00389,0.00384,0.0038,0.00376,0.00397,0.00418,0.00435,0.03076,0.03304,0.06211,0.10173,0.22207,0.61776,5.78781,11.58615,21.88535,38.88671,66.24039,111.83161
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),76,Brazil,G,WIND,W_PER_CAPITA,0.12509,0.13467,0.1219,0.13141,0.12992,0.15525,1.25516,1.29469,2.06568,3.09484,4.72108,7.19529,9.47106,10.91612,24.02468,37.20055,48.96633,59.01189,70.62537,72.8972,80.66896,98.73393,112.22301
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),92,British Virgin Islands,G,ALL,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,18.83437,18.5609,18.26114,18.11076,17.91447,43.79214,48.65665,48.13706,47.9644,57.98759,63.89518,63.45993,63.08896
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),92,British Virgin Islands,G,BIOENERGY,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),92,British Virgin Islands,G,GEOTHERMAL,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),92,British Virgin Islands,G,HYDROPOWER,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),92,British Virgin Islands,G,MARINE,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),92,British Virgin Islands,G,SOLAR,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0.68951,0.67949,0.66852,0.66301,0.65583,26.76565,31.84371,31.50366,31.48179,31.81967,37.98124,37.72251,37.502
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),92,British Virgin Islands,G,WIND,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,18.14487,17.88141,17.59263,17.44774,17.25864,17.02649,16.81294,16.6334,16.48261,26.16792,25.91394,25.73742,25.58697
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),96,Brunei Darussalam,G,ALL,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,3.0299,2.98875,2.95106,2.91473,2.91367,2.88062,2.84981,2.82377,2.79777,2.77595,3.28259,10.93465,10.90864
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),96,Brunei Darussalam,G,BIOENERGY,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),96,Brunei Darussalam,G,GEOTHERMAL,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),96,Brunei Darussalam,G,HYDROPOWER,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),96,Brunei Darussalam,G,MARINE,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),96,Brunei Darussalam,G,SOLAR,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,3.0299,2.98875,2.95106,2.91473,2.91367,2.88062,2.84981,2.82377,2.79777,2.77595,3.28259,10.93465,10.90864
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),96,Brunei Darussalam,G,WIND,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),100,Bulgaria,G,ALL,W_PER_CAPITA,131.88945,111.1407,142.44853,209.40321,253.26382,255.78291,259.72066,265.32203,291.87302,324.96216,356.54672,391.08434,524.8139,550.99488,559.2564,565.84277,572.02585,597.10226,606.45562,612.36574,625.22017,658.10759,767.51992
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),100,Bulgaria,G,BIOENERGY,W_PER_CAPITA,6.42158,6.4718,6.52053,0.88409,0.88998,0.89569,0.77259,0.7773,0.78177,1.17882,1.31713,1.45828,1.86957,4.57532,5.42583,7.3879,7.86644,7.24031,9.75464,8.06363,6.88534,6.87219,6.97749
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),100,Bulgaria,G,GEOTHERMAL,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),100,Bulgaria,G,HYDROPOWER,W_PER_CAPITA,125.46786,104.66891,135.928,208.51912,252.2467,253.86358,255.47139,260.65434,276.22463,279.90493,287.66089,297.48924,309.4142,314.75541,319.44587,322.19435,325.56005,349.12289,353.35783,356.51735,359.99327,363.8224,369.39699
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),100,Bulgaria,G,MARINE,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),100,Bulgaria,G,SOLAR,W_PER_CAPITA,0,0,0,0,0,0,0,0.00389,0.01303,0.26196,3.29282,20.41593,123.12295,139.75396,139.56827,140.62832,142.13201,143.50314,145.14479,148.08724,157.64198,185.12016,287.28524
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),100,Bulgaria,G,WIND,W_PER_CAPITA,0,0,0,0,0.12714,1.02364,3.47668,3.8865,14.85359,43.61645,64.27588,71.72089,90.40717,91.91019,94.81642,95.63221,96.46735,97.23592,98.19835,99.69753,100.69958,102.29284,103.8602
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),854,Burkina Faso,G,ALL,W_PER_CAPITA,2.69295,2.6123,2.53319,2.45576,2.37989,2.30612,2.23522,2.16845,2.10555,2.04485,1.99164,1.93487,1.91016,1.88746,1.85863,1.89374,1.85951,3.56687,4.19983,4.3137,4.18852,4.15815,5.37617
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),854,Burkina Faso,G,BIOENERGY,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00851,0.00826,0.04808,0.04669,0.04537,0.04413,0.04296,0.04182,0.04072,0.03969
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),854,Burkina Faso,G,GEOTHERMAL,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),854,Burkina Faso,G,HYDROPOWER,W_PER_CAPITA,2.69295,2.6123,2.53319,2.45576,2.37989,2.30612,2.23522,2.16845,2.10555,2.04473,1.9855,1.9274,1.86984,1.81443,1.76116,1.70958,1.66014,1.61324,1.56919,1.65142,1.60761,1.56556,1.52599
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),854,Burkina Faso,G,MARINE,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),854,Burkina Faso,G,SOLAR,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0.00013,0.00614,0.00747,0.04032,0.06453,0.08921,0.13607,0.15268,1.90826,2.58651,2.61932,2.5391,2.55187,3.81048
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),854,Burkina Faso,G,WIND,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),108,Burundi,G,ALL,W_PER_CAPITA,8.42626,8.22026,7.99376,7.74686,7.46437,7.19325,6.94028,6.82891,6.55379,6.22927,5.94449,5.73758,5.57972,5.38505,5.20786,5.12308,5.11367,4.81247,4.7145,4.56309,4.45049,4.88287,5.91843
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),108,Burundi,G,BIOENERGY,W_PER_CAPITA,0.63415,0.61865,0.6016,0.58302,0.56176,0.54135,0.52232,0.50349,0.4832,0.45928,0.43828,0.42302,0.40835,0.39411,0.38114,0.37289,0.36686,0.35856,0.34802,0.33685,0.32733,0.31869,0.31033
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),108,Burundi,G,GEOTHERMAL,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),108,Burundi,G,HYDROPOWER,W_PER_CAPITA,7.79211,7.60162,7.39216,7.16384,6.90261,6.65189,6.41797,6.32542,6.07059,5.77,5.50621,5.31455,5.13022,4.95124,4.78832,4.68466,4.60896,4.28332,4.20091,4.06599,3.95107,3.84688,4.90963
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),108,Burundi,G,MARINE,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),108,Burundi,G,SOLAR,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0.04114,0.03971,0.0384,0.06553,0.13785,0.17059,0.16557,0.16025,0.17209,0.7173,0.69847
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),108,Burundi,G,WIND,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),132,Cabo Verde,G,ALL,W_PER_CAPITA,0,0,4.43758,5.5823,4.93235,4.86986,4.2094,4.16062,4.11494,4.07262,14.00582,42.65233,61.39017,60.84195,60.44031,60.34055,59.76783,59.18181,61.86253,61.3157,60.72532,60.17944,59.64943
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),132,Cabo Verde,G,BIOENERGY,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),132,Cabo Verde,G,GEOTHERMAL,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),132,Cabo Verde,G,HYDROPOWER,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),132,Cabo Verde,G,MARINE,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),132,Cabo Verde,G,SOLAR,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,10.55233,10.42613,10.44086,10.46598,10.63039,11.08,11.05671,11.0363,13.19323,13.13797,13.01147,12.8945,12.78094
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),132,Cabo Verde,G,WIND,W_PER_CAPITA,0,0,4.43758,5.5823,4.93235,4.86986,4.2094,4.16062,4.11494,4.07262,3.45349,32.22621,50.94931,50.37597,49.80992,49.26055,48.71113,48.14551,48.6693,48.17774,47.71385,47.28494,46.86849
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),116,Cambodia,G,ALL,W_PER_CAPITA,0.83292,0.82549,0.97781,0.96405,1.0264,1.02706,1.34777,1.39397,1.46157,1.51995,1.50047,15.07553,17.98022,47.80948,64.06671,63.34247,62.76538,67.05248,88.08793,92.96302,103.06717,105.4085,109.70654
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),116,Cambodia,G,BIOENERGY,W_PER_CAPITA,0,0,0,0,0,0.0077,0.33477,0.33555,0.36518,0.40803,0.40213,0.58324,2.40082,1.83804,2.34307,2.23415,2.05253,3.28918,3.29293,3.25585,2.7487,2.5963,3.10535
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),116,Cambodia,G,GEOTHERMAL,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),116,Cambodia,G,HYDROPOWER,W_PER_CAPITA,0.82516,0.81049,0.95528,0.9384,0.99874,0.97837,0.96158,0.94497,0.95999,0.94308,0.92804,14.2076,15.24552,45.56296,61.10323,60.30152,59.52158,61.88613,82.97537,82.04102,81.09479,80.15541,79.41988
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),116,Cambodia,G,MARINE,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),116,Cambodia,G,SOLAR,W_PER_CAPITA,0.00776,0.01499,0.02253,0.02565,0.02766,0.04099,0.05142,0.11345,0.1364,0.15118,0.15289,0.26753,0.31698,0.39181,0.60398,0.79059,1.17526,1.86138,1.80403,7.65072,19.20843,22.64172,27.16641
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),116,Cambodia,G,WIND,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0.01766,0.01741,0.01715,0.01691,0.01667,0.01644,0.01622,0.016,0.01579,0.0156,0.01542,0.01525,0.01507,0.01491
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),120,Cameroon,G,ALL,W_PER_CAPITA,47.66229,46.42666,45.1991,43.98836,42.79746,41.64358,40.52653,39.42063,38.31799,37.25813,36.4372,35.7428,34.76969,34.02695,33.09927,32.15189,31.27157,30.49606,29.76829,32.05651,31.20359,30.39186,29.61242
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),120,Cameroon,G,BIOENERGY,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),120,Cameroon,G,GEOTHERMAL,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),120,Cameroon,G,HYDROPOWER,W_PER_CAPITA,47.66229,46.42666,45.1991,43.98225,42.79152,41.63779,40.5209,39.40967,38.30734,37.23225,36.38689,35.62544,34.63657,33.86054,32.84814,31.83032,30.89201,30.02068,29.20235,31.50606,30.66314,29.86548,29.09953
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),120,Cameroon,G,MARINE,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),120,Cameroon,G,SOLAR,W_PER_CAPITA,0,0,0,0.00611,0.00595,0.00579,0.00563,0.01096,0.01065,0.02588,0.05031,0.11737,0.13313,0.16641,0.25113,0.32156,0.37956,0.47538,0.56594,0.55045,0.54045,0.52639,0.51289
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),120,Cameroon,G,WIND,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),124,Canada,G,ALL,W_PER_CAPITA,2250.87053,2218.61403,2269.71016,2299.50461,2295.59079,2313.04194,2340.40564,2349.60874,2368.23739,2379.86213,2391.25807,2429.61215,2436.83415,2474.51579,2528.15176,2675.80278,2699.36217,2698.40135,2703.33105,2681.86639,2674.66668,2733.2796,2779.24292
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),124,Canada,G,BIOENERGY,W_PER_CAPITA,55.89895,56.16161,59.78996,68.09325,65.74808,62.10486,61.83983,62.19623,61.57378,60.42436,61.19182,60.71252,63.07969,68.38005,74.88353,73.55068,74.63967,76.03205,75.37553,71.09204,70.57399,70.08141,69.75436
12,12.a,12.a.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),124,Canada,G,GEOTHERMAL,W_PER_CAPITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
